sample_id,object_path,attribute,value
K0025,K0025/Scope_2025_09_05_15_38_06/VelX,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_38_06/VelZ,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/VelZ,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_38_06/aX,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/aX,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_38_06/aY,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/aY,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_38_06/aZ,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/aZ,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_38_06/eX,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/eX,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_38_06/eZ,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/eZ,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_38_06/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_38_06/n4,segment_start,3.42
K0025,K0025/Scope_2025_09_05_15_38_06/n4,segment_stop,3.66
K0025,K0025/Scope_2025_09_05_15_38_06/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13,Measurement_ID,5304
K0025,K0025/Scope_2025_09_05_15_50_13,Ra,0.585
K0025,K0025/Scope_2025_09_05_15_50_13,Rz,4.425
K0025,K0025/Scope_2025_09_05_15_50_13,T_error,-0.004
K0025,K0025/Scope_2025_09_05_15_50_13,T_length,153.053
K0025,K0025/Scope_2025_09_05_15_50_13,ap,0.5
K0025,K0025/Scope_2025_09_05_15_50_13,d0,39.008
K0025,K0025/Scope_2025_09_05_15_50_13,d0_nominal,39
K0025,K0025/Scope_2025_09_05_15_50_13,d1,38.006
K0025,K0025/Scope_2025_09_05_15_50_13,d1_nominal,38.0
K0025,K0025/Scope_2025_09_05_15_50_13,d_error,-2.0
K0025,K0025/Scope_2025_09_05_15_50_13,f,0.1
K0025,K0025/Scope_2025_09_05_15_50_13,num_segments,1
K0025,K0025/Scope_2025_09_05_15_50_13,re,0.8
K0025,K0025/Scope_2025_09_05_15_50_13,vc,300.0
K0025,K0025/Scope_2025_09_05_15_50_13/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/FX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/FX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/FY,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/FY,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/FZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/FZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/I4,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/I4,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/IX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/IX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/IZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/IZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/M4,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/M4,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/MX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/MX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/PosX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/PosX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/PosZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/PosZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/VelX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/VelX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/VelZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/VelZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_50_13/aX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/aX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_50_13/aY,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/aY,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_50_13/aZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/aZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/eX,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/eX,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/eZ,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/eZ,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_50_13/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_50_13/n4,segment_start,3.222
K0025,K0025/Scope_2025_09_05_15_50_13/n4,segment_stop,4.419
K0025,K0025/Scope_2025_09_05_15_50_13/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23,Measurement_ID,5305
K0025,K0025/Scope_2025_09_05_15_52_23,Ra,1.118
K0025,K0025/Scope_2025_09_05_15_52_23,Rz,5.335
K0025,K0025/Scope_2025_09_05_15_52_23,T_error,-0.004
K0025,K0025/Scope_2025_09_05_15_52_23,T_length,153.053
K0025,K0025/Scope_2025_09_05_15_52_23,ap,0.5
K0025,K0025/Scope_2025_09_05_15_52_23,d0,38.006
K0025,K0025/Scope_2025_09_05_15_52_23,d0_nominal,38.0
K0025,K0025/Scope_2025_09_05_15_52_23,d1,37.007
K0025,K0025/Scope_2025_09_05_15_52_23,d1_nominal,37.0
K0025,K0025/Scope_2025_09_05_15_52_23,d_error,-1.0
K0025,K0025/Scope_2025_09_05_15_52_23,f,0.15
K0025,K0025/Scope_2025_09_05_15_52_23,num_segments,1
K0025,K0025/Scope_2025_09_05_15_52_23,re,0.8
K0025,K0025/Scope_2025_09_05_15_52_23,vc,300.0
K0025,K0025/Scope_2025_09_05_15_52_23/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/FX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/FX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/FY,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/FY,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/FZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/FZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/I4,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/I4,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/IX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/IX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/IZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/IZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/M4,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/M4,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/MX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/MX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/PosX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/PosX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/PosZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/PosZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/VelX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/VelX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/VelZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/VelZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_52_23/aX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/aX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_52_23/aY,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/aY,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_52_23/aZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/aZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/eX,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/eX,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/eZ,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/eZ,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_52_23/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_52_23/n4,segment_start,2.811
K0025,K0025/Scope_2025_09_05_15_52_23/n4,segment_stop,3.59
K0025,K0025/Scope_2025_09_05_15_52_23/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29,Measurement_ID,5306
K0025,K0025/Scope_2025_09_05_15_54_29,Ra,1.838
K0025,K0025/Scope_2025_09_05_15_54_29,Rz,7.879
K0025,K0025/Scope_2025_09_05_15_54_29,T_error,-0.004
K0025,K0025/Scope_2025_09_05_15_54_29,T_length,153.053
K0025,K0025/Scope_2025_09_05_15_54_29,ap,0.5
K0025,K0025/Scope_2025_09_05_15_54_29,d0,37.007
K0025,K0025/Scope_2025_09_05_15_54_29,d0_nominal,37.0
K0025,K0025/Scope_2025_09_05_15_54_29,d1,36.012
K0025,K0025/Scope_2025_09_05_15_54_29,d1_nominal,36.0
K0025,K0025/Scope_2025_09_05_15_54_29,d_error,4.0
K0025,K0025/Scope_2025_09_05_15_54_29,f,0.2
K0025,K0025/Scope_2025_09_05_15_54_29,num_segments,1
K0025,K0025/Scope_2025_09_05_15_54_29,re,0.8
K0025,K0025/Scope_2025_09_05_15_54_29,vc,300.0
K0025,K0025/Scope_2025_09_05_15_54_29/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/FX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/FX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/FY,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/FY,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/FZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/FZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/I4,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/I4,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/IX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/IX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/IZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/IZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/M4,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/M4,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/MX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/MX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/PosX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/PosX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/PosZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/PosZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/VelX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/VelX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/VelZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/VelZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_54_29/aX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/aX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_54_29/aY,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/aY,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_54_29/aZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/aZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/eX,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/eX,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/eZ,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/eZ,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_54_29/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_54_29/n4,segment_start,2.654
K0025,K0025/Scope_2025_09_05_15_54_29/n4,segment_stop,3.222
K0025,K0025/Scope_2025_09_05_15_54_29/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39,Measurement_ID,5307
K0025,K0025/Scope_2025_09_05_15_56_39,Ra,2.79
K0025,K0025/Scope_2025_09_05_15_56_39,Rz,11.014
K0025,K0025/Scope_2025_09_05_15_56_39,T_error,-0.004
K0025,K0025/Scope_2025_09_05_15_56_39,T_length,153.053
K0025,K0025/Scope_2025_09_05_15_56_39,ap,0.5
K0025,K0025/Scope_2025_09_05_15_56_39,d0,36.012
K0025,K0025/Scope_2025_09_05_15_56_39,d0_nominal,36.0
K0025,K0025/Scope_2025_09_05_15_56_39,d1,35.015
K0025,K0025/Scope_2025_09_05_15_56_39,d1_nominal,35.0
K0025,K0025/Scope_2025_09_05_15_56_39,d_error,7.0
K0025,K0025/Scope_2025_09_05_15_56_39,f,0.25
K0025,K0025/Scope_2025_09_05_15_56_39,num_segments,1
K0025,K0025/Scope_2025_09_05_15_56_39,re,0.8
K0025,K0025/Scope_2025_09_05_15_56_39,vc,300.0
K0025,K0025/Scope_2025_09_05_15_56_39/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/FX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/FX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/FY,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/FY,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/FZ,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/FZ,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/I4,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/I4,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/IX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/IX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/IZ,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/IZ,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/M4,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/M4,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/MX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/MX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/PosX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/PosX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/PosZ,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/PosZ,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/VelX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/VelX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_09_05_15_56_39/VelZ,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/VelZ,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_56_39/aX,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/aX,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_56_39/aY,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/aY,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_09_05_15_56_39/aZ,segment_start,2.541
K0025,K0025/Scope_2025_09_05_15_56_39/aZ,segment_stop,2.982
K0025,K0025/Scope_2025_09_05_15_56_39/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_09_05_15_56_39/eX,sampling_rate,1000.0
