sample_id,object_path,attribute,value
K0025,K0025,Batch Number,10.06.2024
K0025,K0025,Description,Longitudinal turning on NTX 1000
K0025,K0025,HV,175.0
K0025,K0025,SampleMaterial,20MnCr5
K0025,K0025,Tool,DNMG150608
K0025,K0025,Unique Sample Id,K0025
K0025,K0025/Scope_2025_05_08_13_52_02,Measurement_ID,2232
K0025,K0025/Scope_2025_05_08_13_52_02,Ra,1.203
K0025,K0025/Scope_2025_05_08_13_52_02,Rz,8.199
K0025,K0025/Scope_2025_05_08_13_52_02,T_error,0.047
K0025,K0025/Scope_2025_05_08_13_52_02,T_length,150.665
K0025,K0025/Scope_2025_05_08_13_52_02,ap,0.5
K0025,K0025/Scope_2025_05_08_13_52_02,d0,38.906
K0025,K0025/Scope_2025_05_08_13_52_02,d0_nominal,39
K0025,K0025/Scope_2025_05_08_13_52_02,d1,37.905
K0025,K0025/Scope_2025_05_08_13_52_02,d1_nominal,38.0
K0025,K0025/Scope_2025_05_08_13_52_02,d_error,-1.0
K0025,K0025/Scope_2025_05_08_13_52_02,f,0.125
K0025,K0025/Scope_2025_05_08_13_52_02,num_segments,1
K0025,K0025/Scope_2025_05_08_13_52_02,re,0.8
K0025,K0025/Scope_2025_05_08_13_52_02,vc,125.0
K0025,K0025/Scope_2025_05_08_13_52_02/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/FX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/FX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/FY,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/FY,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/FZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/FZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/I4,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/I4,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/IX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/IX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/IZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/IZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/M4,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/M4,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/MX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/MX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/PosX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/PosX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/PosZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/PosZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/VelX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/VelX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/VelZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/VelZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_52_02/aX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/aX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_52_02/aY,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/aY,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_52_02/aZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/aZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/eX,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/eX,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/eZ,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/eZ,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_52_02/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_52_02/n4,segment_start,3.97
K0025,K0025/Scope_2025_05_08_13_52_02/n4,segment_stop,6.268
K0025,K0025/Scope_2025_05_08_13_52_02/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07,Measurement_ID,2233
K0025,K0025/Scope_2025_05_08_13_56_07,Ra,1.545
K0025,K0025/Scope_2025_05_08_13_56_07,Rz,7.911
K0025,K0025/Scope_2025_05_08_13_56_07,T_error,0.047
K0025,K0025/Scope_2025_05_08_13_56_07,T_length,150.665
K0025,K0025/Scope_2025_05_08_13_56_07,ap,0.5
K0025,K0025/Scope_2025_05_08_13_56_07,d0,37.905
K0025,K0025/Scope_2025_05_08_13_56_07,d0_nominal,38.0
K0025,K0025/Scope_2025_05_08_13_56_07,d1,36.908
K0025,K0025/Scope_2025_05_08_13_56_07,d1_nominal,37.0
K0025,K0025/Scope_2025_05_08_13_56_07,d_error,2.0
K0025,K0025/Scope_2025_05_08_13_56_07,f,0.175
K0025,K0025/Scope_2025_05_08_13_56_07,num_segments,1
K0025,K0025/Scope_2025_05_08_13_56_07,re,0.8
K0025,K0025/Scope_2025_05_08_13_56_07,vc,125.0
K0025,K0025/Scope_2025_05_08_13_56_07/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/FX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/FX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/FY,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/FY,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/FZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/FZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/I4,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/I4,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/IX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/IX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/IZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/IZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/M4,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/M4,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/MX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/MX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/PosX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/PosX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/PosZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/PosZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/VelX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/VelX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/VelZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/VelZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_56_07/aX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/aX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_56_07/aY,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/aY,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_56_07/aZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/aZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/eX,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/eX,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/eZ,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/eZ,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_56_07/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_56_07/n4,segment_start,3.282
K0025,K0025/Scope_2025_05_08_13_56_07/n4,segment_stop,4.883
K0025,K0025/Scope_2025_05_08_13_56_07/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14,Measurement_ID,2234
K0025,K0025/Scope_2025_05_08_13_59_14,Ra,2.389
K0025,K0025/Scope_2025_05_08_13_59_14,Rz,11.126
K0025,K0025/Scope_2025_05_08_13_59_14,T_error,0.047
K0025,K0025/Scope_2025_05_08_13_59_14,T_length,150.665
K0025,K0025/Scope_2025_05_08_13_59_14,ap,0.5
K0025,K0025/Scope_2025_05_08_13_59_14,d0,36.908
K0025,K0025/Scope_2025_05_08_13_59_14,d0_nominal,37.0
K0025,K0025/Scope_2025_05_08_13_59_14,d1,35.91
K0025,K0025/Scope_2025_05_08_13_59_14,d1_nominal,36.0
K0025,K0025/Scope_2025_05_08_13_59_14,d_error,4.0
K0025,K0025/Scope_2025_05_08_13_59_14,f,0.225
K0025,K0025/Scope_2025_05_08_13_59_14,num_segments,1
K0025,K0025/Scope_2025_05_08_13_59_14,re,0.8
K0025,K0025/Scope_2025_05_08_13_59_14,vc,125.0
K0025,K0025/Scope_2025_05_08_13_59_14/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/FX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/FX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/FY,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/FY,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/FZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/FZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/I4,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/I4,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/IX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/IX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/IZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/IZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/M4,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/M4,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/MX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/MX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/PosX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/PosX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/PosZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/PosZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/VelX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/VelX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/VelZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/VelZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_59_14/aX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/aX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_59_14/aY,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/aY,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_13_59_14/aZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/aZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/eX,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/eX,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/eZ,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/eZ,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_13_59_14/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_13_59_14/n4,segment_start,2.909
K0025,K0025/Scope_2025_05_08_13_59_14/n4,segment_stop,4.12
K0025,K0025/Scope_2025_05_08_13_59_14/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02,Measurement_ID,2235
K0025,K0025/Scope_2025_05_08_14_03_02,Ra,3.339
K0025,K0025/Scope_2025_05_08_14_03_02,Rz,13.625
K0025,K0025/Scope_2025_05_08_14_03_02,T_error,0.047
K0025,K0025/Scope_2025_05_08_14_03_02,T_length,150.665
K0025,K0025/Scope_2025_05_08_14_03_02,ap,0.5
K0025,K0025/Scope_2025_05_08_14_03_02,d0,35.91
K0025,K0025/Scope_2025_05_08_14_03_02,d0_nominal,36.0
K0025,K0025/Scope_2025_05_08_14_03_02,d1,34.92
K0025,K0025/Scope_2025_05_08_14_03_02,d1_nominal,35.0
K0025,K0025/Scope_2025_05_08_14_03_02,d_error,14.0
K0025,K0025/Scope_2025_05_08_14_03_02,f,0.275
K0025,K0025/Scope_2025_05_08_14_03_02,num_segments,1
K0025,K0025/Scope_2025_05_08_14_03_02,re,0.8
K0025,K0025/Scope_2025_05_08_14_03_02,vc,125.0
K0025,K0025/Scope_2025_05_08_14_03_02/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/FX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/FX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/FX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/FY,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/FY,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/FY,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/FY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/FZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/FZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/FZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/FZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/I4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/I4,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/I4,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/I4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/IX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/IX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/IX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/IX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/IZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/IZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/IZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/IZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/M4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/M4,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/M4,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/M4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/MX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/MX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/MX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/MX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/PosX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/PosX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/PosX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/PosX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/PosZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/PosZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/PosZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/PosZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/VelX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/VelX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/VelX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/VelX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/VelZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/VelZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/VelZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/VelZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/aX,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_14_03_02/aX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/aX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/aX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/aY,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_14_03_02/aY,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/aY,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/aY,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/aZ,sampling_rate,20000.0
K0025,K0025/Scope_2025_05_08_14_03_02/aZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/aZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/aZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/eX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/eX,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/eX,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/eX,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/eZ,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/eZ,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/eZ,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/eZ,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_03_02/n4,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_03_02/n4,segment_start,2.682
K0025,K0025/Scope_2025_05_08_14_03_02/n4,segment_stop,3.641
K0025,K0025/Scope_2025_05_08_14_03_02/n4,signal_source,numerical_control
K0025,K0025/Scope_2025_05_08_14_06_26,Measurement_ID,2236
K0025,K0025/Scope_2025_05_08_14_06_26,Ra,0.888
K0025,K0025/Scope_2025_05_08_14_06_26,Rz,5.57
K0025,K0025/Scope_2025_05_08_14_06_26,T_error,0.047
K0025,K0025/Scope_2025_05_08_14_06_26,T_length,150.665
K0025,K0025/Scope_2025_05_08_14_06_26,ap,0.5
K0025,K0025/Scope_2025_05_08_14_06_26,d0,34.92
K0025,K0025/Scope_2025_05_08_14_06_26,d0_nominal,35.0
K0025,K0025/Scope_2025_05_08_14_06_26,d1,33.906
K0025,K0025/Scope_2025_05_08_14_06_26,d1_nominal,34.0
K0025,K0025/Scope_2025_05_08_14_06_26,d_error,0.0
K0025,K0025/Scope_2025_05_08_14_06_26,f,0.125
K0025,K0025/Scope_2025_05_08_14_06_26,num_segments,1
K0025,K0025/Scope_2025_05_08_14_06_26,re,0.8
K0025,K0025/Scope_2025_05_08_14_06_26,vc,175.0
K0025,K0025/Scope_2025_05_08_14_06_26/FX,sampling_rate,1000.0
K0025,K0025/Scope_2025_05_08_14_06_26/FX,segment_start,3.38
K0025,K0025/Scope_2025_05_08_14_06_26/FX,segment_stop,4.849
