Sample_ID,Experiment_Path,Surface_Roughness_Ra,Depth_of_Cut_ap,Feed_Rate_f,Cutting_Speed_vc,Material,Tool
K0026,K0026/Scope_2025_11_11_16_22_22,0.561,0.83,0.11,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_26_14,3.064,0.7,0.28,230.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_28_50,1.527,0.79,0.2,250.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_31_28,0.662,0.98,0.13,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_34_15,0.768,0.79,0.14,160.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_36_55,2.483,0.83,0.26,130.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_39_37,1.143,0.97,0.18,130.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_42_22,0.529,0.57,0.12,130.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_45_10,2.077,0.6,0.235,290.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_54_00,2.836,0.93,0.28,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_56_36,1.122,0.75,0.18,150.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_16_59_16,0.43,0.64,0.12,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_01_58,2.845,0.73,0.27,220.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_04_35,1.444,0.58,0.2,130.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_07_28,0.46,0.97,0.11,140.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_10_07,0.489,0.53,0.13,240.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_13_02,2.238,0.99,0.24,170.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_15_47,0.551,0.93,0.1,110.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_18_23,1.526,0.68,0.21,220.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_21_14,1.334,0.54,0.19,110.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_27_50,0.975,0.81,0.17,270.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_11_17_30_43,1.946,0.64,0.23,130.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_09_54_23,0.628,1.0,0.1,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_09_56_39,0.907,1.0,0.15,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_09_59_03,1.522,1.0,0.2,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_01_33,2.318,1.0,0.25,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_03_52,3.566,1.0,0.3,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_06_30,0.525,1.0,0.1,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_08_59,0.846,1.0,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_11_32,1.436,1.0,0.2,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_13_57,2.346,1.0,0.25,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_16_26,3.518,1.0,0.3,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_35_07,0.396,1.0,0.1,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_38_24,0.801,1.0,0.15,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_41_05,1.461,1.0,0.2,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_44_00,2.348,1.0,0.25,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_46_49,3.479,1.0,0.3,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_49_53,0.552,0.75,0.1,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_52_42,0.947,0.75,0.15,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_56_45,1.534,0.75,0.2,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_10_59_38,2.382,0.75,0.25,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_02_29,3.535,0.75,0.3,100.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_05_51,0.855,0.5,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_17_03,0.362,0.75,0.1,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_19_45,0.659,0.75,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_22_22,1.328,0.75,0.2,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_25_02,2.329,0.75,0.25,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_27_42,3.493,0.75,0.3,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_30_31,0.431,0.75,0.1,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_34_23,0.826,0.75,0.15,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_37_06,1.385,0.75,0.2,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_39_48,2.356,0.75,0.25,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_43_18,3.483,0.75,0.3,300.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_46_15,0.816,1.0,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_49_20,0.844,0.5,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_51_53,0.842,1.5,0.15,200.0,EN AW-6082,DNMG150608
K0026,K0026/Scope_2025_11_13_11_54_29,0.864,1.5,0.15,200.0,EN AW-6082,DNMG150608
K0027,K0027/Scope_2025_06_25_11_04_17,0.496,0.5,0.1,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_09_59,1.028,0.5,0.15,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_12_54,1.817,0.5,0.2,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_15_22,2.779,0.5,0.25,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_17_42,3.944,0.5,0.3,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_20_34,0.486,0.5,0.1,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_23_18,1.02,0.5,0.15,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_28_17,1.781,0.5,0.2,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_30_41,2.737,0.5,0.25,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_33_50,3.909,0.5,0.3,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_36_19,0.516,0.5,0.1,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_39_05,1.004,0.5,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_41_56,1.811,0.5,0.2,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_44_29,2.748,0.5,0.25,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_47_56,3.923,0.5,0.3,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_50_56,0.487,0.5,0.1,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_53_46,0.999,0.5,0.15,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_56_29,1.79,0.5,0.2,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_11_59_27,2.709,0.5,0.25,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_02_05,3.843,0.5,0.3,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_14_18,0.485,0.5,0.1,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_16_50,0.999,0.5,0.15,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_19_37,1.786,0.5,0.2,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_22_20,2.729,0.5,0.25,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_24_58,3.843,0.5,0.3,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_12_59_26,0.501,0.5,0.1,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_02_03,1.03,0.5,0.15,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_05_12,1.836,0.5,0.2,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_08_20,2.755,0.5,0.25,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_10_51,3.927,0.5,0.3,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_13_30,0.512,0.5,0.1,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_16_01,1.046,0.5,0.15,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_18_34,1.828,0.5,0.2,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_21_07,2.743,0.5,0.25,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_23_34,3.877,0.5,0.3,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_26_11,0.576,0.5,0.1,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_29_16,1.008,0.5,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_31_51,1.801,0.5,0.2,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_34_24,2.759,0.5,0.25,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_37_01,3.868,0.5,0.3,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_48_48,0.495,0.5,0.1,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_51_11,0.999,0.5,0.15,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_53_31,1.807,0.5,0.2,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_55_49,2.717,0.5,0.25,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_13_58_10,3.837,0.5,0.3,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_00_54,0.487,0.5,0.1,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_03_15,1.031,0.5,0.15,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_06_08,1.788,0.5,0.2,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_08_32,2.699,0.5,0.25,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_11_03,3.898,0.5,0.3,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_13_47,0.519,0.5,0.1,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_16_14,1.083,0.5,0.15,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_18_42,1.805,0.5,0.2,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_21_07,2.738,0.5,0.25,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_24_00,3.878,0.5,0.3,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_26_46,0.52,0.5,0.1,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_29_14,1.028,0.5,0.15,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_31_41,1.813,0.5,0.2,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_34_07,2.754,0.5,0.25,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_36_49,3.858,0.5,0.3,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_47_39,0.513,0.5,0.1,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_50_04,1.012,0.5,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_53_55,1.83,0.5,0.2,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_56_17,2.758,0.5,0.25,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_14_58_45,3.85,0.5,0.3,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_01_09,0.523,0.5,0.1,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_03_26,1.03,0.5,0.15,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_05_43,1.847,0.5,0.2,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_08_01,2.737,0.5,0.25,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_10_25,3.883,0.5,0.3,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_13_18,0.533,0.5,0.1,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_15_53,1.004,0.5,0.15,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_18_13,1.825,0.5,0.2,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_20_36,2.736,0.5,0.25,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_23_07,3.854,0.5,0.3,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_49_29,0.701,0.5,0.125,125.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_51_56,1.384,0.5,0.175,125.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_54_15,2.261,0.5,0.225,125.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_56_33,3.305,0.5,0.275,125.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_15_59_07,0.857,0.5,0.125,175.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_01_28,1.361,0.5,0.175,175.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_03_51,2.245,0.5,0.225,175.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_06_17,3.276,0.5,0.275,175.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_08_56,0.709,0.5,0.125,225.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_11_25,1.35,0.5,0.175,225.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_13_46,2.236,0.5,0.225,225.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_16_05,3.266,0.5,0.275,225.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_18_41,0.701,0.5,0.125,275.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_21_05,1.352,0.5,0.175,275.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_23_33,2.199,0.5,0.225,275.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_25_16_25_59,3.277,0.5,0.275,275.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_46_21,0.589,1.0,0.1,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_49_00,1.227,1.0,0.15,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_51_36,1.817,1.0,0.2,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_53_56,2.658,1.0,0.25,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_56_22,3.821,1.0,0.3,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_16_58_50,0.649,1.0,0.1,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_17_01_15,1.137,1.0,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_17_03_47,1.772,1.0,0.2,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_17_06_43,2.657,1.0,0.25,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_26_17_09_41,3.805,1.0,0.3,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_01_33,0.567,0.75,0.1,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_04_25,1.136,0.75,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_06_58,1.832,0.75,0.2,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_09_23,2.689,0.75,0.25,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_11_51,3.77,0.75,0.3,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_14_26,0.568,0.75,0.1,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_17_14,1.13,0.75,0.15,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_20_11,1.8,0.75,0.2,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_22_44,2.685,0.75,0.25,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_25_19,3.768,0.75,0.3,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_28_03,1.157,1.0,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_30_39,1.154,0.5,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_33_15,1.146,0.25,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_35_50,1.139,1.25,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_38_38,1.135,1.5,0.15,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_48_27,0.595,1.0,0.1,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_50_48,1.13,1.0,0.15,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_53_33,1.791,1.0,0.2,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_56_21,2.662,1.0,0.25,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_12_59_56,3.798,1.0,0.3,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_13_02_41,0.685,0.75,0.1,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_13_05_40,1.144,0.75,0.15,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_13_08_49,1.822,0.75,0.2,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_13_11_27,2.692,0.75,0.25,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_06_27_13_13_52,3.858,0.75,0.3,100.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_15_45_08,1.927,0.97,0.21,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_15_47_48,0.825,0.84,0.13,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_15_50_21,3.531,0.73,0.29,120.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_15_57_27,2.803,0.95,0.26,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_00_02,2.493,0.84,0.24,180.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_02_44,0.596,0.86,0.11,240.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_05_20,3.611,1.0,0.29,130.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_07_56,1.185,0.71,0.16,110.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_10_29,1.812,0.69,0.2,260.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_13_12,2.488,0.88,0.24,210.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_15_52,1.337,0.85,0.17,220.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_18_38,1.517,0.62,0.185,300.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_33_56,0.732,0.66,0.12,190.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_36_46,3.425,0.67,0.29,150.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_39_16,1.661,0.92,0.18,200.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_41_44,1.939,0.84,0.2,190.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_44_14,2.368,0.61,0.23,270.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_46_46,1.217,0.6,0.15,270.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_49_18,0.712,0.54,0.12,230.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_51_43,3.91,0.86,0.3,110.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_54_22,2.979,0.86,0.27,180.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_56_56,2.377,0.86,0.23,250.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_16_59_31,1.558,0.55,0.17,120.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_17_02_03,2.404,0.99,0.23,160.0,41Cr4,DNMG150608
K0027,K0027/Scope_2025_12_10_17_04_37,3.044,0.62,0.27,140.0,41Cr4,DNMG150608
